      ,x1        ,x2       ,x3         ,x4       ,x5        ,x6        ,x7  ,x8       ,x9       ,x10      ,x11      ,x12   ,x13
 3425 , 97.97568 ,0.02865  ,-99.89935  ,-3.25737 ,107.74967 ,4.11084   ,2.0 ,-1.15805 ,-0.67948 ,10.09004 ,-1.57497 ,False ,4.39929
 3426 ,100.17896 ,-0.53925 ,-94.33205  ,-3.25540 ,109.99393 ,29.41093  ,2.0 ,1.51899  ,-1.32397 , 9.32646 ,-0.80407 ,True  ,4.53729
 3427 ,103.25506 ,0.25425  ,-98.81687  ,-3.23615 ,113.15608 ,35.00881  ,1.0 ,-0.81229 ,0.75882  ,12.02947 ,-0.17653 ,False ,4.66867
 3428 , 92.82298 ,0.34777  ,-96.61736  ,-3.19369 ,102.86019 ,17.53355  ,3.0 ,3.07467  ,-1.28263 ,11.31051 ,0.41216  ,False ,4.15806
 3429 ,100.94222 ,-0.12860 ,-99.05679  ,-3.21810 ,110.87896 ,29.44461  ,1.0 ,-3.48043 ,2.24361  , 9.81586 ,-1.86986 ,False ,4.55183
 3430 ,106.11079 ,0.07153  ,-98.98867  ,-3.23920 ,115.96989 ,41.15255  ,2.0 ,0.78365  ,-2.57407 ,10.70499 ,-2.45281 ,False ,4.81060
 3431 , 97.96691 ,-0.66528 ,-99.42913  ,-3.20935 ,107.96407 ,35.95919  ,3.0 ,2.13994  ,1.35295  ,10.01759 ,-2.53201 ,True  ,4.40120
 3432 ,111.66159 ,-0.03733 ,-101.69610 ,-3.22137 ,121.59408 ,42.76145  ,1.0 ,-0.82436 ,-1.38536 ,14.82300 ,-1.65939 ,False ,5.07460
 3433 ,100.05094 ,-0.28951 ,-98.88576  ,-3.24169 ,109.81134 ,5.22844   ,2.0 ,-0.07304 ,0.09025  ,14.81919 ,1.25268  ,True  ,4.50812
 3434 , 94.26165 ,-0.62757 ,-95.33990  ,-3.22664 ,104.18286 ,14.46814  ,1.0 ,1.26936  ,1.90892  ,11.27550 ,-1.23932 ,True  ,4.23638
 3435 , 98.20036 ,-0.58732 ,-103.20922 ,-3.26014 ,108.03671 ,12.57637  ,2.0 ,-1.38534 ,-1.67192 ,10.17015 ,-1.03706 ,True  ,4.39397
 3436 , 96.70086 ,-0.26934 ,-96.16905  ,-3.24065 ,106.59550 ,29.78396  ,2.0 ,1.28676  ,3.37092  ,11.86243 ,-2.24891 ,True  ,4.35420
 3437 , 91.34617 ,-0.28693 ,-96.95099  ,-3.22814 ,101.26206 ,29.60338  ,1.0 ,-0.70890 ,1.51863  , 8.81291 ,-2.83206 ,True  ,4.08255
 3438 ,102.43283 ,-0.45544 ,-101.62514 ,-3.22840 ,112.39750 ,42.16774  ,1.0 ,0.29568  ,0.37009  ,11.10649 ,0.75279  ,True  ,4.61352
 3439 ,100.84798 ,0.84069  ,-97.36055  ,-3.19827 ,110.85693 ,45.70380  ,3.0 ,0.91645  ,-0.41131 ,11.59454 ,-2.66019 ,True  ,4.55560
 3440 ,101.25156 ,-0.42367 ,-100.05805 ,-3.27002 ,110.97023 ,15.24782  ,4.0 ,-1.16109 ,-0.93047 ,13.01709 ,-0.47972 ,True  ,4.56229
 3441 , 98.31444 ,0.43676  ,-97.14834  ,-3.24111 ,108.11260 ,10.03180  ,2.0 ,-0.74568 ,0.84566  , 9.67285 ,-2.04720 ,False ,4.42998
 3442 , 99.49405 ,-0.34285 ,-99.54471  ,-3.20997 ,109.51540 ,31.91000  ,3.0 ,-1.09926 ,0.80531  ,10.09858 ,-1.92328 ,True  ,4.47698
 3443 , 99.06712 ,0.20725  ,-99.50428  ,-3.25136 ,108.82378 ,24.53079  ,2.0 ,-0.91860 ,1.23579  ,13.82393 ,0.01929  ,False ,4.45583
 3444 ,106.27865 ,-0.19613 ,-97.65390  ,-3.25839 ,116.13984 ,25.79693  ,2.0 ,0.06324  ,1.93207  , 9.14575 ,3.05785  ,False ,4.82566
 3445 ,101.41791 ,-0.18064 ,-99.69892  ,-3.25800 ,111.22647 ,27.61238  ,2.0 ,0.04255  ,1.76778  ,10.01305 ,-1.10844 ,False ,4.57240
 3446 , 96.13541 ,-0.06569 ,-96.32418  ,-3.20178 ,106.08375 ,30.01253  ,3.0 ,-0.99341 ,-1.34743 , 9.66657 ,4.44451  ,False ,4.32515
 3447 ,100.74888 ,0.10974  ,-97.79627  ,-3.21946 ,110.66973 ,36.93587  ,1.0 ,1.04894  ,0.41799  ,11.42715 ,-1.59415 ,False ,4.54846
 3448 , 99.69492 ,0.13496  ,-98.46873  ,-3.24385 ,109.45290 ,16.69012  ,2.0 ,-1.20908 ,-1.78835 ,11.19872 ,-0.66636 ,False ,4.49240
 3449 , 98.62977 ,0.38840  ,-97.52407  ,-3.23909 ,108.49654 ,35.40738  ,2.0 ,-0.02360 ,0.82627  ,11.37947 ,-0.90488 ,False ,4.44387
 3450 ,107.23051 ,0.45283  ,-100.83568 ,-3.23256 ,117.20645 ,23.50225  ,1.0 ,-0.16000 ,0.69602  ,11.67508 ,-3.06176 ,False ,4.85735
 3451 ,109.84073 ,-0.26718 ,-102.71691 ,-3.27624 ,119.61305 ,22.02370  ,4.0 ,-0.63366 ,1.80649  ,10.69135 ,-1.10549 ,True  ,4.97845
 3452 , 98.53109 ,-0.09713 ,-100.59106 ,-3.21462 ,108.56916 ,19.67839  ,3.0 ,-2.72096 ,0.61315  ,10.92572 ,-0.63022 ,False ,4.42360
 3453 ,101.50585 ,1.00218  ,-104.66193 ,-3.24675 ,111.35148 ,17.60704  ,2.0 ,0.80121  ,0.56159  ,10.81758 ,-2.68747 ,True  ,4.55198
 3454 , 97.63432 ,-0.15840 ,-98.87617  ,-3.20916 ,107.63903 ,11.33513  ,3.0 ,-0.59446 ,1.11213  , 9.87924 ,0.39001  ,False ,4.38734
 3455 , 93.63277 ,0.22987  ,-98.14823  ,-3.25395 ,103.43159 ,30.47666  ,2.0 ,0.73047  ,1.80863  , 9.02322 ,-2.89885 ,False ,4.19090
 3456 ,103.28508 ,0.65290  ,-102.23615 ,-3.24723 ,113.09545 ,13.94033  ,2.0 ,-0.51655 ,-1.57332 , 6.59165 ,2.65260  ,True  ,4.65307
 3457 , 90.26527 ,-0.24412 ,-99.79282  ,-3.21823 ,100.27187 ,25.56132  ,1.0 ,0.83956  ,-0.44037 , 6.81805 ,3.11105  ,True  ,4.01430
 3458 , 92.13849 ,-1.08247 ,-96.51138  ,-3.24241 ,101.99630 ,32.08440  ,2.0 ,-0.05316 ,0.94755  , 8.39220 ,3.01301  ,True  ,4.12437
 3459 , 95.33245 ,-0.31558 ,-98.99775  ,-3.25141 ,105.15693 ,17.49002  ,2.0 ,-1.78831 ,-0.83108 ,13.70807 ,-2.77288 ,True  ,4.27163
 3460 , 99.56510 ,-0.30500 ,-100.09330 ,-3.20146 ,109.44309 ,30.22763  ,3.0 ,-0.25168 ,0.30259  ,12.10564 ,-1.82123 ,True  ,4.47779
 3461 , 96.03709 ,0.21716  ,-97.32620  ,-3.24183 ,105.83254 ,16.50372  ,2.0 ,0.17303  ,-0.06979 ,10.92061 ,-1.62853 ,False ,4.31522
 3462 ,105.96593 ,-0.07061 ,-102.17127 ,-3.21132 ,115.97006 ,22.03361  ,3.0 ,2.68321  ,-1.46651 , 9.98702 ,-1.10642 ,False ,4.78744
 3463 , 97.91349 ,-0.29466 ,-102.33740 ,-3.22711 ,107.82570 ,13.66851  ,1.0 ,1.25042  ,1.43788  ,14.16066 ,-0.21246 ,True  ,4.38399
 3464 , 98.75592 ,0.24381  ,-102.26206 ,-3.25519 ,108.56675 ,15.01286  ,2.0 ,-1.65844 ,2.43104  ,11.18608 ,-2.20453 ,False ,4.42649
 3465 , 96.97817 ,-0.05333 ,-101.95319 ,-3.28184 ,106.72675 ,17.91053  ,4.0 ,1.69111  ,1.53455  ,12.50749 ,0.06846  ,False ,4.33914
 3466 , 98.43202 ,-0.39866 ,-98.11617  ,-3.25745 ,108.45771 ,6.03375   ,2.0 ,-0.75364 ,0.21328  ,12.59308 ,1.67672  ,True  ,4.43102
 3467 ,105.38464 ,-0.26923 ,-102.50646 ,-3.25682 ,115.23730 ,40.51763  ,2.0 ,0.71694  ,2.32407  ,11.55674 ,-0.51046 ,True  ,4.75670
 3468 ,103.09739 ,0.92684  ,-103.34155 ,-3.23142 ,113.06503 ,41.46080  ,1.0 ,0.91342  ,-0.37271 ,10.73714 ,-2.17307 ,True  ,4.63816
 3469 , 93.70516 ,-0.22202 ,-100.34250 ,-3.23928 ,103.63927 ,18.24356  ,2.0 ,-0.69629 ,-1.60122 ,12.24757 ,-1.38334 ,True  ,4.18355
 3470 , 99.00728 ,0.77158  ,-94.69487  ,-3.24684 ,108.84996 ,25.58976  ,2.0 ,3.80027  ,-0.92982 ,11.69134 ,-2.96605 ,True  ,4.47689
 3471 ,101.64203 ,-0.34778 ,-98.72717  ,-3.19323 ,111.66469 ,41.50965  ,3.0 ,0.91627  ,-0.04479 ,10.33844 ,-1.12234 ,True  ,4.58847
 3472 ,106.60060 ,0.54110  ,-102.77911 ,-3.20913 ,116.61270 ,34.48751  ,3.0 ,-0.10496 ,0.35282  ,10.40673 ,-1.97511 ,False ,4.81613
 3473 , 97.76507 ,-0.35775 ,-99.34277  ,-3.25335 ,107.60233 ,2.54074   ,2.0 ,-2.39085 ,1.42910  , 9.70882 ,-1.14478 ,True  ,4.39154
 3474 , 96.33096 ,0.32319  ,-101.64643 ,-3.23565 ,106.16897 ,22.19168  ,1.0 ,-0.01855 ,-0.53675 ,13.26843 ,-0.72852 ,False ,4.30832
 3475 , 97.65740 ,0.75511  ,-99.24512  ,-3.23216 ,107.54461 ,29.97740  ,1.0 ,1.22636  ,-0.45813 ,10.94534 ,-0.77149 ,True  ,4.38664
 3476 , 99.29160 ,0.38418  ,-97.50762  ,-3.22307 ,109.25684 ,3.87604   ,1.0 ,-0.02047 ,0.50356  ,13.05643 ,1.45110  ,False ,4.47704
 3477 , 95.18963 ,-0.16879 ,-99.42512  ,-3.25240 ,104.99148 ,22.30345  ,2.0 ,1.68638  ,-0.24226 ,11.28516 ,-3.11925 ,False ,4.26236
 3478 , 96.36904 ,0.40375  ,-102.06820 ,-3.24599 ,106.27646 ,10.25243  ,2.0 ,1.93821  ,1.88991  ,14.31280 ,0.36096  ,False ,4.30811
 3479 ,102.43038 ,-0.27634 ,-103.48169 ,-3.19355 ,112.48343 ,50.17396  ,3.0 ,-0.50768 ,1.71123  ,10.34306 ,-2.83010 ,True  ,4.60411
 3480 , 96.43554 ,0.07174  ,-97.64661  ,-3.23424 ,106.47486 ,29.92984  ,1.0 ,-1.00099 ,-0.95484 ,11.58719 ,-0.67407 ,False ,4.33354
 3481 ,101.67498 ,0.06256  ,-99.68324  ,-3.25253 ,111.50079 ,40.73871  ,2.0 ,-0.31202 ,-1.50869 , 9.73228 ,-2.58721 ,False ,4.58533
 3482 , 97.15688 ,0.56492  ,-96.04598  ,-3.25219 ,107.14086 ,24.71907  ,2.0 ,-0.07514 ,-0.29391 ,10.58415 ,-1.12448 ,False ,4.37761
 3483 ,101.34396 ,-0.80305 ,-98.94325  ,-3.19147 ,111.37102 ,26.86216  ,5.0 ,0.01797  ,-1.63083 , 8.82404 ,-3.18955 ,True  ,4.57248
 3484 , 96.68551 ,-0.03318 ,-96.92620  ,-3.25337 ,106.66975 ,31.52411  ,2.0 ,-0.31467 ,-0.66667 ,10.32192 ,0.70576  ,False ,4.34964
 3485 , 96.40063 ,-0.41156 ,-100.42487 ,-3.25034 ,106.15072 ,17.65944  ,2.0 ,-0.13824 ,1.15939  ,10.47477 ,-0.30220 ,True  ,4.31791
 3486 , 94.40896 ,-0.87616 ,-98.70723  ,-3.21032 ,104.45328 ,30.71606  ,3.0 ,-0.32122 ,-1.65861 ,10.96769 ,-2.18022 ,True  ,4.22691
 3487 , 98.59867 ,-0.19537 ,-99.24059  ,-3.20741 ,108.58894 ,17.74082  ,3.0 ,0.05873  ,0.76820  ,11.99605 ,-1.96088 ,False ,4.43373
 3488 , 97.43744 ,-0.42566 ,-100.67813 ,-3.21025 ,107.37122 ,24.15847  ,3.0 ,0.25305  ,-0.70027 ,10.05133 ,2.70483  ,True  ,4.36848
 3489 , 99.86361 ,-0.07509 ,-98.43135  ,-3.23145 ,109.76268 ,20.03939  ,1.0 ,-3.90982 ,-0.62564 , 8.70862 ,-0.30470 ,False ,4.50102
 3490 , 99.11648 ,-0.42509 ,-98.68571  ,-3.23245 ,109.07155 ,21.71896  ,1.0 ,-0.47904 ,-0.09162 ,11.20450 ,-3.93932 ,True  ,4.46240
 3491 , 95.92777 ,-0.07121 ,-96.02734  ,-3.26034 ,105.71764 ,9.07163   ,2.0 ,1.40451  ,1.50527  ,11.46041 ,-2.03777 ,False ,4.31625
 3492 ,100.07643 ,0.25587  ,-101.43196 ,-3.23078 ,109.98411 ,26.73411  ,1.0 ,1.81856  ,2.58855  ,10.37716 ,-0.53264 ,False ,4.49666
 3493 ,103.15500 ,-0.07019 ,-100.48374 ,-3.26246 ,112.96116 ,16.66650  ,4.0 ,0.43217  ,1.16880  ,11.86477 ,0.35090  ,False ,4.65533
 3494 , 94.03638 ,-0.33529 ,-96.78279  ,-3.23281 ,103.89078 ,22.12497  ,1.0 ,-0.59473 ,0.83484  , 9.76285 ,-2.15852 ,True  ,4.21790
 3495 , 97.17386 ,0.60253  ,-98.01267  ,-3.23215 ,107.06603 ,15.11468  ,1.0 ,-0.76394 ,-1.67154 ,10.96632 ,-1.98253 ,True  ,4.36863
 3496 ,102.24910 ,-0.46611 ,-98.97274  ,-3.18957 ,112.28244 ,35.79187  ,5.0 ,-2.62443 ,1.26451  ,12.86845 ,-1.21392 ,True  ,4.61759
 3497 , 98.03641 ,0.10979  ,-98.06515  ,-3.22586 ,107.98020 ,29.19170  ,1.0 ,0.14063  ,0.11630  ,11.13960 ,-1.51942 ,False ,4.41149
 3498 ,107.16022 ,0.24493  ,-99.74875  ,-3.22859 ,117.03304 ,43.58171  ,1.0 ,-1.14517 ,2.32027  , 8.79667 ,-3.00307 ,False ,4.85927
 3499 ,101.22941 ,0.35816  ,-102.65356 ,-3.22763 ,111.07832 ,42.48266  ,1.0 ,-1.53754 ,1.05980  ,11.49974 ,0.13468  ,False ,4.54820
 3500 , 95.63481 ,-0.56241 ,-98.57402  ,-3.23009 ,105.52426 ,8.53999   ,1.0 ,0.03498  ,-0.80856 , 8.54578 ,2.68712  ,True  ,4.28887
 3501 , 96.67013 ,-0.23422 ,-97.70738  ,-3.25459 ,106.39835 ,19.89405  ,2.0 ,-0.26898 ,-0.86218 ,13.68393 ,-0.82100 ,True  ,4.34497
 3502 , 99.02056 ,-0.30848 ,-101.47868 ,-3.25103 ,109.07058 ,30.68439  ,2.0 ,0.49369  ,-0.74823 ,10.87599 ,4.24325  ,True  ,4.44363
 3503 ,100.31522 ,-0.84381 ,-100.77082 ,-3.25941 ,110.02947 ,30.01876  ,2.0 ,0.06795  ,0.84982  ,11.03118 ,-1.53004 ,True  ,4.51191
 3504 ,101.68288 ,-0.21922 ,-101.11816 ,-3.20676 ,111.71728 ,26.05002  ,3.0 ,-1.63227 ,2.04502  , 9.40764 ,-1.58936 ,True  ,4.57855
 3505 ,103.60453 ,0.55250  ,-101.28731 ,-3.26017 ,113.35450 ,27.73384  ,2.0 ,1.95561  ,1.80491  ,13.76483 ,-0.79014 ,False ,4.67379
 3506 ,101.25339 ,-0.29642 ,-97.04090  ,-3.20487 ,111.13830 ,28.15285  ,3.0 ,0.23737  ,-0.71887 ,11.77919 ,0.95590  ,True  ,4.57747
 3507 ,100.29151 ,0.38077  ,-99.34712  ,-3.21760 ,110.20591 ,18.46853  ,1.0 ,-0.40191 ,-2.02756 ,11.17786 ,-0.66111 ,False ,4.51784
 3508 ,101.81039 ,0.71407  ,-101.65639 ,-3.22602 ,111.71231 ,28.94343  ,1.0 ,1.33422  ,-0.75156 ,10.43238 ,-1.77004 ,True  ,4.58224
 3509 ,106.60818 ,0.49462  ,-102.39359 ,-3.24236 ,116.43399 ,41.42202  ,2.0 ,0.93052  ,0.82248  ,12.36265 ,-1.03363 ,False ,4.81844
 3510 , 98.87099 ,-0.84855 ,-102.37959 ,-3.28807 ,108.61108 ,28.57209  ,4.0 ,1.12608  ,1.65564  ,12.44821 ,-0.49251 ,True  ,4.43165
 3511 , 98.39216 ,-0.48594 ,-101.34246 ,-3.26475 ,108.19481 ,15.74566  ,4.0 ,1.22927  ,0.56394  , 9.61992 ,-0.21312 ,True  ,4.41290
 3512 , 97.10251 ,0.23145  ,-100.19279 ,-3.25648 ,106.91438 ,8.42259   ,2.0 ,0.43781  ,-0.27867 , 7.78463 ,4.07720  ,False ,4.35416
 3513 , 97.56893 ,-0.34164 ,-93.24045  ,-3.27695 ,107.27513 ,1.05214   ,4.0 ,-0.84508 ,1.77290  , 9.62365 ,2.28853  ,True  ,4.41224
 3514 ,102.04882 ,0.00171  ,-98.54183  ,-3.25767 ,111.90602 ,10.39517  ,2.0 ,-2.76483 ,0.34145  ,11.96299 ,-3.15497 ,False ,4.60973
 3515 ,101.72352 ,0.10241  ,-103.20145 ,-3.22989 ,111.67761 ,36.94491  ,1.0 ,0.22924  ,0.29223  ,10.76716 ,3.77132  ,False ,4.57017
 3516 ,107.59120 ,0.05991  ,-102.21956 ,-3.26872 ,117.30750 ,30.57628  ,4.0 ,-0.34660 ,-0.79686 , 9.37991 ,2.46014  ,False ,4.86846
 3517 , 96.63830 ,-0.26745 ,-102.83400 ,-3.23280 ,106.64353 ,16.36463  ,1.0 ,0.76757  ,-0.06852 ,11.05820 ,1.05856  ,True  ,4.31775
 3518 ,100.34520 ,-0.03544 ,-100.61659 ,-3.23820 ,110.36371 ,29.50873  ,1.0 ,-0.21892 ,0.10212  , 9.42056 ,-1.60865 ,False ,4.51418
 3519 ,102.92661 ,0.32622  ,-103.45966 ,-3.26830 ,112.69165 ,23.54878  ,4.0 ,-0.24648 ,-0.91929 , 9.78671 ,0.04368  ,False ,4.62903
 3520 ,103.90583 ,0.71688  ,-101.17958 ,-3.22579 ,113.82651 ,17.61239  ,1.0 ,-0.41384 ,0.66827  ,12.50639 ,-0.81092 ,True  ,4.68939
 3521 ,100.99290 ,0.45163  ,-101.38586 ,-3.22439 ,110.85849 ,-0.20036  ,1.0 ,0.33644  ,-0.01459 , 9.08046 ,-1.69056 ,False ,4.54272
 3522 ,103.49766 ,0.12284  ,-96.79259  ,-3.25566 ,113.35635 ,36.71358  ,2.0 ,1.96781  ,-1.58659 ,10.02344 ,-2.98103 ,False ,4.69092
 3523 ,104.14467 ,0.11409  ,-100.02044 ,-3.24885 ,114.18016 ,18.17349  ,2.0 ,-1.33483 ,0.56979  ,12.93125 ,3.35919  ,False ,4.70713
 3524 , 98.13506 ,-0.29377 ,-101.58259 ,-3.26756 ,107.88001 ,20.06545  ,4.0 ,-0.36811 ,1.58792  ,11.53673 ,-1.23064 ,True  ,4.39884
 3525 ,104.67957 ,0.49868  ,-104.09244 ,-3.25152 ,114.52384 ,26.19412  ,2.0 ,0.42747  ,-0.60372 ,12.08787 ,-2.16255 ,False ,4.71352
 3526 ,104.03261 ,0.18694  ,-102.66594 ,-3.24927 ,113.81502 ,14.94163  ,2.0 ,-1.42896 ,-1.21095 , 7.95190 ,1.55255  ,False ,4.68830
 3527 , 97.95097 ,1.04605  ,-100.95059 ,-3.25259 ,107.66673 ,28.95071  ,2.0 ,1.44606  ,-0.09613 ,11.27618 ,-1.22088 ,True  ,4.39280
 3528 ,100.26949 ,-0.07765 ,-98.55141  ,-3.22767 ,110.18286 ,18.27520  ,1.0 ,3.29058  ,1.75675  ,14.45585 ,-1.42868 ,False ,4.52072
 3529 , 93.56838 ,-1.34595 ,-101.09676 ,-3.22373 ,103.48133 ,28.45108  ,1.0 ,-1.15984 ,-1.26024 ,10.06064 ,-1.13598 ,True  ,4.17294
 3530 , 98.50029 ,-0.39479 ,-98.34234  ,-3.24934 ,108.34943 ,19.85084  ,2.0 ,-0.48407 ,-1.84086 ,11.12815 ,-2.50386 ,True  ,4.43330
 3531 ,100.14685 ,-0.13006 ,-98.94235  ,-3.18359 ,110.09070 ,30.99908  ,5.0 ,-0.86874 ,0.10305  ,12.90026 ,1.78372  ,False ,4.51263
 3532 ,102.77646 ,-0.55539 ,-100.81966 ,-3.24503 ,112.59294 ,11.94982  ,2.0 ,-0.88177 ,-1.91443 ,11.48737 ,-1.78902 ,True  ,4.63472
 3533 , 99.63395 ,0.40257  ,-102.75148 ,-3.26122 ,109.35168 ,35.00970  ,2.0 ,-1.59650 ,-1.07038 ,12.89622 ,-0.76414 ,False ,4.46794
 3534 ,103.30691 ,-0.17901 ,-104.00852 ,-3.20467 ,113.34161 ,11.07243  ,3.0 ,1.33309  ,0.00783  ,11.64091 ,-2.69371 ,False ,4.64530
 3535 ,103.24277 ,-0.15850 ,-102.36574 ,-3.22182 ,113.18927 ,25.93916  ,1.0 ,-0.27285 ,-1.52871 ,11.57007 ,-1.67918 ,False ,4.65031
 3536 ,101.60029 ,0.40639  ,-101.92849 ,-3.26443 ,111.37842 ,42.25818  ,4.0 ,0.55729  ,-0.56828 ,12.53625 ,-0.52609 ,False ,4.57037
 3537 ,107.31344 ,0.13466  ,-103.54330 ,-3.22389 ,117.15495 ,35.89469  ,1.0 ,0.40865  ,2.46104  ,10.88578 ,-1.22108 ,False ,4.84796
 3538 , 95.40865 ,-0.49795 ,-103.72478 ,-3.22400 ,105.40656 ,5.14657   ,1.0 ,1.34245  ,0.88919  ,11.54711 ,-0.56200 ,True  ,4.25181
 3539 , 95.26609 ,-0.88172 ,-101.88365 ,-3.23999 ,105.18487 ,29.61557  ,2.0 ,0.46146  ,-0.38007 , 9.24156 ,-2.95759 ,True  ,4.25389
 3540 , 99.06302 ,-0.08287 ,-98.05535  ,-3.24844 ,108.83962 ,14.09764  ,2.0 ,-2.53611 ,1.12102  ,15.18853 ,-0.54249 ,False ,4.46287
 3541 ,102.33486 ,0.36686  ,-99.00087  ,-3.22557 ,112.19279 ,30.06279  ,1.0 ,-0.60713 ,-0.66415 , 9.57275 ,-3.09618 ,False ,4.62174
 3542 , 87.65023 ,-1.01537 ,-95.25652  ,-3.24228 , 97.41453 ,9.77724   ,2.0 ,1.73500  ,1.24023  ,11.10059 ,-1.53644 ,True  ,3.90623
 3543 ,104.35791 ,0.19883  ,-100.91070 ,-3.26378 ,114.15499 ,37.70356  ,4.0 ,-0.11098 ,-1.23055 ,11.34766 ,-0.70148 ,False ,4.71334
 3544 , 99.29535 ,-0.26279 ,-101.82928 ,-3.18843 ,109.25007 ,26.70197  ,5.0 ,0.67841  ,-0.47712 ,11.05101 ,1.08267  ,True  ,4.45562
 3545 ,102.75075 ,0.09420  ,-95.94304  ,-3.25815 ,112.45250 ,25.27398  ,2.0 ,0.51822  ,-0.33081 ,12.43813 ,-0.77357 ,False ,4.65782
 3546 ,105.86643 ,0.57673  ,-102.43724 ,-3.25946 ,115.64472 ,12.57669  ,2.0 ,-0.27319 ,-0.33359 ,10.31922 ,-2.31288 ,False ,4.78114
 3547 ,107.75041 ,0.09459  ,-100.41876 ,-3.25858 ,117.50031 ,39.86727  ,2.0 ,-0.85023 ,-2.89423 , 6.65246 ,5.15241  ,False ,4.88543
 3548 , 99.90149 ,0.22936  ,-100.97067 ,-3.25272 ,109.77377 ,14.80010  ,2.0 ,-0.57699 ,-1.46829 ,11.53850 ,-0.70336 ,False ,4.49022
 3549 , 99.04213 ,-1.10090 ,-104.57333 ,-3.25849 ,108.78160 ,11.78951  ,2.0 ,0.83281  ,-0.59201 ,11.31904 ,-0.67875 ,True  ,4.42924
 3550 ,100.25973 ,0.45376  ,-101.55958 ,-3.23515 ,110.10425 ,36.26172  ,1.0 ,0.11520  ,-5.50952 ,12.45495 ,-5.30120 ,False ,4.50519
 3551 , 95.13501 ,-0.23306 ,-98.81013  ,-3.21147 ,105.09003 ,14.86117  ,3.0 ,1.07528  ,-0.44427 ,10.62612 ,4.31070  ,True  ,4.26270
 3552 ,100.14824 ,-0.33245 ,-101.61740 ,-3.25584 ,109.90365 ,17.40077  ,2.0 ,-0.45884 ,1.35837  ,10.08674 ,-0.24081 ,True  ,4.49932
 3553 , 96.72827 ,0.34558  ,-93.31825  ,-3.24665 ,106.58795 ,10.91052  ,2.0 ,3.71783  ,2.31980  ,11.95017 ,-1.17452 ,False ,4.36982
 3554 , 96.10112 ,-0.17309 ,-95.49941  ,-3.25931 ,105.83548 ,14.72404  ,2.0 ,0.02478  ,1.07537  ,13.25626 ,-1.20598 ,False ,4.32756
 3555 , 97.18325 ,-0.00780 ,-96.71235  ,-3.27696 ,106.92662 ,27.81599  ,4.0 ,-2.72520 ,1.41193  ,11.91215 ,-0.48145 ,False ,4.37560
 3556 , 95.62694 ,-0.41911 ,-96.45588  ,-3.24872 ,105.49554 ,16.09280  ,2.0 ,-0.74275 ,-2.20999 ,11.39862 ,-3.06694 ,True  ,4.29907
 3557 , 97.11479 ,0.12278  ,-95.78686  ,-3.24499 ,106.97886 ,12.49785  ,2.0 ,1.78152  ,1.01848  ,11.06338 ,-0.60832 ,False ,4.37681
 3558 , 97.46276 ,-0.12143 ,-98.88816  ,-3.22495 ,107.45361 ,31.52310  ,1.0 ,-0.05942 ,-1.16904 ,11.83999 ,-3.36024 ,False ,4.37870
 3559 , 98.87076 ,-0.36412 ,-100.03981 ,-3.22299 ,108.81808 ,40.36663  ,1.0 ,1.82820  ,1.75078  ,13.95155 ,-1.67890 ,True  ,4.44334
 3560 , 97.66133 ,-0.28711 ,-95.18215  ,-3.20391 ,107.67955 ,12.69926  ,3.0 ,-1.20090 ,0.78929  , 9.56440 ,-2.03216 ,True  ,4.40716
 3561 ,101.18435 ,0.52895  ,-97.32748  ,-3.26403 ,111.17999 ,30.85605  ,4.0 ,-0.45683 ,0.48834  , 8.86863 ,-0.50849 ,False ,4.57258
 3562 , 99.39333 ,0.00826  ,-98.99371  ,-3.22949 ,109.29729 ,18.51062  ,1.0 ,-1.78921 ,-0.93583 ,12.29536 ,-0.50463 ,False ,4.47470
 3563 ,101.02490 ,0.09422  ,-101.05006 ,-3.25752 ,110.99036 ,24.55876  ,2.0 ,0.82022  ,0.61271  ,12.04455 ,-2.69235 ,False ,4.54599
 3564 , 97.42686 ,-0.25114 ,-100.05557 ,-3.20648 ,107.49422 ,10.39197  ,3.0 ,-1.27189 ,0.45640  , 9.96818 ,-1.51067 ,True  ,4.37107
 3565 , 99.08260 ,-0.42110 ,-98.61455  ,-3.27820 ,108.86326 ,16.43096  ,4.0 ,-2.12812 ,1.01089  ,10.34471 ,-1.04745 ,True  ,4.46106
 3566 , 95.39833 ,-1.16696 ,-99.16629  ,-3.22430 ,105.38261 ,21.91325  ,1.0 ,-0.80880 ,0.23250  ,10.15449 ,-4.39897 ,True  ,4.27409
 3567 ,100.96733 ,-0.09350 ,-99.62937  ,-3.24459 ,110.73287 ,13.20746  ,2.0 ,0.41703  ,-0.25840 ,11.11227 ,-1.64539 ,False ,4.55022
 3568 ,104.16170 ,0.06891  ,-104.46441 ,-3.21028 ,114.06478 ,29.55064  ,3.0 ,3.00292  ,2.32516  ,11.67629 ,-1.04707 ,False ,4.68576
 3569 ,105.51475 ,0.55511  ,-101.42132 ,-3.26056 ,115.22737 ,26.44602  ,2.0 ,2.51623  ,2.10335  , 9.00076 ,3.83510  ,False ,4.76863
 3570 , 99.23967 ,0.20431  ,-96.75536  ,-3.24406 ,109.11514 ,11.76934  ,2.0 ,2.02429  ,1.06389  ,11.25479 ,-0.76815 ,False ,4.47821
 3571 ,101.20545 ,-0.25118 ,-104.59711 ,-3.24494 ,110.96731 ,44.49023  ,2.0 ,-2.22742 ,-0.55346 , 9.99058 ,-0.32523 ,True  ,4.53729
